("GD_Ch32_12.dat","CA3_Ch59_41.dat")	[0,6,143]
("GD_Ch36_07.dat","CA3_Ch62_45.dat")	[0,2,2555]
("GD_Ch49_09.dat","CA3_Ch57_31.dat")	[1,7,5791]
("GD_Ch31_17.dat","CA3_Ch57_57.dat")	[0,304,345]
("GD_Ch40_32.dat","CA3_Ch61_48.dat")	[0,12,938]
("GD_Ch28_23.dat","CA3_Ch63_50.dat")	[2,44,1749]
("GD_Ch36_07.dat","CA3_Ch44_61.dat")	[0,2,27]
("GD_Ch41_04.dat","CA3_Ch46_59.dat")	[0,22,9]
("GD_Ch34_31.dat","CA3_Ch59_54.dat")	[2,143,1569]
("GD_Ch36_05.dat","CA3_Ch58_34.dat")	[0,5,2278]
("GD_Ch34_34.dat","CA3_Ch62_32.dat")	[0,11,566]
("GD_Ch43_06.dat","CA3_Ch63_43.dat")	[0,7,1858]
("GD_Ch55_10.dat","CA3_Ch58_52.dat")	[8,816,605]
("GD_Ch35_12.dat","CA3_Ch62_33.dat")	[1,29,2372]
("GD_Ch57_10.dat","CA3_Ch43_64.dat")	[338,3585,15988]
("GD_Ch39_35.dat","CA3_Ch56_59.dat")	[0,6,143]
("GD_Ch36_02.dat","CA3_Ch60_37.dat")	[0,3,2818]
("GD_Ch35_12.dat","CA3_Ch61_48.dat")	[0,29,938]
("GD_Ch57_10.dat","CA3_Ch63_35.dat")	[128,3585,6365]
("GD_Ch29_05.dat","CA3_Ch52_30.dat")	[0,2,1336]
("GD_Ch32_21.dat","CA3_Ch57_57.dat")	[0,5,345]
("GD_Ch31_17.dat","CA3_Ch62_49.dat")	[4,304,2519]
("GD_Ch43_06.dat","CA3_Ch58_34.dat")	[0,7,2278]
("GD_Ch43_05.dat","CA3_Ch59_50.dat")	[0,95,801]
("GD_Ch48_02.dat","CA3_Ch60_50.dat")	[0,6,2179]
("GD_Ch42_04.dat","CA3_Ch32_60.dat")	[7,2482,403]
("GD_Ch40_32.dat","CA3_Ch58_58.dat")	[0,12,242]
("GD_Ch43_05.dat","CA3_Ch61_43.dat")	[0,95,44]
("GD_Ch28_23.dat","CA3_Ch63_33.dat")	[0,44,526]
("GD_Ch30_18.dat","CA3_Ch59_54.dat")	[8,918,1569]
("GD_Ch43_05.dat","CA3_Ch37_59.dat")	[0,95,6]
("GD_Ch42_04.dat","CA3_Ch39_62.dat")	[0,2482,166]
("GD_Ch57_12.dat","CA3_Ch56_57.dat")	[0,14,233]
("GD_Ch29_05.dat","CA3_Ch57_32.dat")	[0,2,4732]
("GD_Ch53_09.dat","CA3_Ch54_29.dat")	[2,316,841]
("GD_Ch43_05.dat","CA3_Ch56_30.dat")	[0,95,1204]
("GD_Ch28_23.dat","CA3_Ch58_55.dat")	[0,44,932]
("GD_Ch35_12.dat","CA3_Ch63_39.dat")	[0,29,8750]
("GD_Ch34_34.dat","CA3_Ch52_63.dat")	[0,11,949]
("GD_Ch48_02.dat","CA3_Ch64_33.dat")	[0,6,13]
("GD_Ch57_12.dat","CA3_Ch57_49.dat")	[0,14,46]
("GD_Ch39_35.dat","CA3_Ch46_59.dat")	[0,6,9]
("GD_Ch50_02.dat","CA3_Ch59_50.dat")	[0,11,801]
("GD_Ch26_24.dat","CA3_Ch57_54.dat")	[0,14,419]
("GD_Ch57_12.dat","CA3_Ch32_61.dat")	[0,14,101]
("GD_Ch29_05.dat","CA3_Ch37_59.dat")	[0,2,6]
("GD_Ch33_15.dat","CA3_Ch60_40.dat")	[0,2,719]
("GD_Ch29_05.dat","CA3_Ch58_50.dat")	[0,2,285]
("GD_Ch34_25.dat","CA3_Ch62_45.dat")	[18,1108,2555]
("GD_Ch43_05.dat","CA3_Ch57_30.dat")	[2,95,2799]
("GD_Ch57_10.dat","CA3_Ch60_34.dat")	[179,3585,9369]
("GD_Ch34_25.dat","CA3_Ch64_37.dat")	[20,1108,2349]
("GD_Ch26_24.dat","CA3_Ch57_37.dat")	[0,14,82]
("GD_Ch35_14.dat","CA3_Ch62_51.dat")	[0,6,1177]
("GD_Ch32_17.dat","CA3_Ch59_32.dat")	[54,1953,5474]
("GD_Ch36_05.dat","CA3_Ch60_35.dat")	[0,5,4269]
("GD_Ch40_32.dat","CA3_Ch60_41.dat")	[0,12,540]
("GD_Ch34_25.dat","CA3_Ch39_62.dat")	[2,1108,166]
("GD_Ch36_02.dat","CA3_Ch53_32.dat")	[0,3,94]
("GD_Ch32_17.dat","CA3_Ch62_43.dat")	[25,1953,2164]
("GD_Ch37_33.dat","CA3_Ch61_41.dat")	[0,14,1412]
("GD_Ch29_05.dat","CA3_Ch63_43.dat")	[0,2,1858]
("GD_Ch33_15.dat","CA3_Ch57_57.dat")	[0,2,345]
("GD_Ch48_02.dat","CA3_Ch62_33.dat")	[0,6,2372]
("GD_Ch34_34.dat","CA3_Ch57_33.dat")	[0,11,1090]
("GD_Ch28_23.dat","CA3_Ch60_55.dat")	[0,44,5979]
("GD_Ch31_11.dat","CA3_Ch56_30.dat")	[1,39,1204]
("GD_Ch43_06.dat","CA3_Ch62_33.dat")	[0,7,2372]
("GD_Ch28_13.dat","CA3_Ch56_31.dat")	[0,55,1502]
("GD_Ch32_09.dat","CA3_Ch58_45.dat")	[0,9,23]
("GD_Ch30_18.dat","CA3_Ch60_56.dat")	[4,918,449]
("GD_Ch40_32.dat","CA3_Ch54_59.dat")	[0,12,144]
("GD_Ch32_17.dat","CA3_Ch62_46.dat")	[30,1953,2306]
("GD_Ch28_13.dat","CA3_Ch56_35.dat")	[0,55,60]
("GD_Ch35_12.dat","CA3_Ch59_41.dat")	[0,29,143]
("GD_Ch48_02.dat","CA3_Ch58_54.dat")	[0,6,404]
("GD_Ch26_24.dat","CA3_Ch52_63.dat")	[0,14,949]
("GD_Ch35_12.dat","CA3_Ch60_50.dat")	[1,29,2179]
("GD_Ch39_35.dat","CA3_Ch33_63.dat")	[0,6,927]
("GD_Ch32_17.dat","CA3_Ch46_64.dat")	[23,1953,1528]
("GD_Ch28_13.dat","CA3_Ch61_36.dat")	[2,55,5399]
("GD_Ch40_32.dat","CA3_Ch62_39.dat")	[0,12,6601]
("GD_Ch35_11.dat","CA3_Ch61_46.dat")	[0,12,1111]
("GD_Ch35_12.dat","CA3_Ch63_48.dat")	[0,29,4175]
("GD_Ch62_10.dat","CA3_Ch62_39.dat")	[22,452,6601]
("GD_Ch32_09.dat","CA3_Ch59_57.dat")	[0,9,5886]
("GD_Ch32_21.dat","CA3_Ch61_47.dat")	[0,5,811]
("GD_Ch28_08.dat","CA3_Ch62_45.dat")	[0,14,2555]
("GD_Ch34_34.dat","CA3_Ch42_64.dat")	[1,11,2825]
("GD_Ch35_14.dat","CA3_Ch58_34.dat")	[0,6,2278]
("GD_Ch62_10.dat","CA3_Ch58_54.dat")	[4,452,404]
("GD_Ch41_04.dat","CA3_Ch58_49.dat")	[0,22,134]
("GD_Ch28_13.dat","CA3_Ch63_41.dat")	[1,55,5188]
("GD_Ch57_12.dat","CA3_Ch51_30.dat")	[0,14,1858]
("GD_Ch35_12.dat","CA3_Ch62_44.dat")	[0,29,1963]
("GD_Ch41_04.dat","CA3_Ch58_58.dat")	[1,22,242]
("GD_Ch30_18.dat","CA3_Ch38_63.dat")	[0,918,140]
("GD_Ch42_04.dat","CA3_Ch57_32.dat")	[52,2482,4732]
("GD_Ch32_09.dat","CA3_Ch59_35.dat")	[0,9,1590]
("GD_Ch53_09.dat","CA3_Ch60_34.dat")	[18,316,9369]
("GD_Ch34_25.dat","CA3_Ch64_44.dat")	[3,1108,725]
("GD_Ch28_08.dat","CA3_Ch63_48.dat")	[0,14,4175]
("GD_Ch36_07.dat","CA3_Ch64_45.dat")	[0,2,481]
("GD_Ch49_09.dat","CA3_Ch31_64.dat")	[0,7,1214]
("GD_Ch40_32.dat","CA3_Ch54_51.dat")	[0,12,6]
("GD_Ch49_09.dat","CA3_Ch62_46.dat")	[0,7,2306]
("GD_Ch41_04.dat","CA3_Ch50_63.dat")	[0,22,232]
("GD_Ch28_23.dat","CA3_Ch57_38.dat")	[0,44,45]
("GD_Ch35_11.dat","CA3_Ch53_32.dat")	[0,12,94]
("GD_Ch34_31.dat","CA3_Ch55_50.dat")	[0,143,9]
("GD_Ch42_04.dat","CA3_Ch59_34.dat")	[94,2482,6084]
("GD_Ch57_10.dat","CA3_Ch56_53.dat")	[3,3585,114]
("GD_Ch29_05.dat","CA3_Ch61_54.dat")	[1,2,4950]
("GD_Ch43_06.dat","CA3_Ch59_48.dat")	[0,7,148]
("GD_Ch26_24.dat","CA3_Ch59_49.dat")	[0,14,372]
("GD_Ch62_10.dat","CA3_Ch63_31.dat")	[0,452,5]
("GD_Ch62_10.dat","CA3_Ch56_57.dat")	[0,452,233]
("GD_Ch31_17.dat","CA3_Ch63_46.dat")	[3,304,1859]
("GD_Ch50_02.dat","CA3_Ch57_32.dat")	[0,11,4732]
("GD_Ch32_21.dat","CA3_Ch56_59.dat")	[0,5,143]
("GD_Ch35_11.dat","CA3_Ch63_52.dat")	[0,12,2002]
("GD_Ch37_33.dat","CA3_Ch60_55.dat")	[0,14,5979]
("GD_Ch26_24.dat","CA3_Ch42_63.dat")	[0,14,191]
("GD_Ch35_12.dat","CA3_Ch57_31.dat")	[0,29,5791]
("GD_Ch57_12.dat","CA3_Ch59_34.dat")	[0,14,6084]
("GD_Ch28_23.dat","CA3_Ch32_61.dat")	[0,44,101]
("GD_Ch30_18.dat","CA3_Ch44_61.dat")	[0,918,27]
("GD_Ch28_13.dat","CA3_Ch37_63.dat")	[0,55,113]
("GD_Ch62_10.dat","CA3_Ch62_45.dat")	[5,452,2555]
("GD_Ch57_12.dat","CA3_Ch62_38.dat")	[0,14,8253]
("GD_Ch62_10.dat","CA3_Ch64_45.dat")	[0,452,481]
("GD_Ch32_17.dat","CA3_Ch42_64.dat")	[33,1953,2825]
("GD_Ch37_33.dat","CA3_Ch32_61.dat")	[0,14,101]
("GD_Ch40_32.dat","CA3_Ch57_35.dat")	[0,12,166]
("GD_Ch35_14.dat","CA3_Ch52_63.dat")	[0,6,949]
("GD_Ch26_24.dat","CA3_Ch57_29.dat")	[0,14,72]
("GD_Ch35_14.dat","CA3_Ch59_38.dat")	[0,6,294]
("GD_Ch31_11.dat","CA3_Ch38_63.dat")	[0,39,140]
("GD_Ch26_24.dat","CA3_Ch60_35.dat")	[1,14,4269]
("GD_Ch33_15.dat","CA3_Ch55_50.dat")	[0,2,9]
("GD_Ch28_13.dat","CA3_Ch62_37.dat")	[2,55,3462]
("GD_Ch34_25.dat","CA3_Ch44_64.dat")	[13,1108,802]
("GD_Ch26_24.dat","CA3_Ch58_54.dat")	[0,14,404]
("GD_Ch32_09.dat","CA3_Ch61_41.dat")	[1,9,1412]
("GD_Ch41_04.dat","CA3_Ch54_59.dat")	[0,22,144]
("GD_Ch32_21.dat","CA3_Ch63_35.dat")	[0,5,6365]
("GD_Ch36_02.dat","CA3_Ch63_44.dat")	[0,3,1502]
("GD_Ch49_09.dat","CA3_Ch59_47.dat")	[0,7,173]
("GD_Ch48_02.dat","CA3_Ch63_47.dat")	[0,6,1264]
("GD_Ch43_05.dat","CA3_Ch52_56.dat")	[0,95,4]
("GD_Ch37_33.dat","CA3_Ch64_43.dat")	[0,14,2187]
("GD_Ch29_05.dat","CA3_Ch58_32.dat")	[0,2,9372]
("GD_Ch57_10.dat","CA3_Ch61_48.dat")	[19,3585,938]
("GD_Ch62_10.dat","CA3_Ch50_63.dat")	[0,452,232]
("GD_Ch35_04.dat","CA3_Ch63_50.dat")	[0,4,1749]
("GD_Ch43_06.dat","CA3_Ch64_44.dat")	[0,7,725]
("GD_Ch28_08.dat","CA3_Ch58_35.dat")	[0,14,556]
("GD_Ch28_13.dat","CA3_Ch58_54.dat")	[0,55,404]
("GD_Ch49_08.dat","CA3_Ch52_64.dat")	[0,7,1140]
("GD_Ch32_12.dat","CA3_Ch61_45.dat")	[0,6,1495]
("GD_Ch49_09.dat","CA3_Ch61_38.dat")	[0,7,2028]
("GD_Ch43_05.dat","CA3_Ch55_38.dat")	[0,95,20]
("GD_Ch30_18.dat","CA3_Ch64_46.dat")	[3,918,1041]
("GD_Ch49_09.dat","CA3_Ch58_36.dat")	[0,7,173]
("GD_Ch41_04.dat","CA3_Ch62_36.dat")	[0,22,7437]
("GD_Ch28_08.dat","CA3_Ch60_47.dat")	[0,14,544]
("GD_Ch34_25.dat","CA3_Ch59_50.dat")	[8,1108,801]
("GD_Ch41_04.dat","CA3_Ch60_40.dat")	[0,22,719]
("GD_Ch57_12.dat","CA3_Ch32_60.dat")	[0,14,403]
("GD_Ch36_05.dat","CA3_Ch59_37.dat")	[0,5,501]
("GD_Ch28_13.dat","CA3_Ch57_54.dat")	[0,55,419]
("GD_Ch28_13.dat","CA3_Ch62_40.dat")	[0,55,3245]
("GD_Ch35_04.dat","CA3_Ch41_64.dat")	[0,4,243]
("GD_Ch37_33.dat","CA3_Ch54_34.dat")	[0,14,3]
("GD_Ch29_05.dat","CA3_Ch63_33.dat")	[0,2,526]
("GD_Ch49_08.dat","CA3_Ch64_42.dat")	[0,7,4170]
("GD_Ch31_11.dat","CA3_Ch55_31.dat")	[0,39,1041]
("GD_Ch41_04.dat","CA3_Ch53_30.dat")	[0,22,901]
("GD_Ch34_25.dat","CA3_Ch58_35.dat")	[5,1108,556]
("GD_Ch43_06.dat","CA3_Ch61_39.dat")	[1,7,2554]
("GD_Ch57_12.dat","CA3_Ch63_46.dat")	[0,14,1859]
("GD_Ch59_11.dat","CA3_Ch62_39.dat")	[0,8,6601]
("GD_Ch48_02.dat","CA3_Ch55_38.dat")	[0,6,20]
("GD_Ch29_05.dat","CA3_Ch61_50.dat")	[0,2,498]
("GD_Ch42_04.dat","CA3_Ch57_46.dat")	[0,2482,9]
("GD_Ch29_05.dat","CA3_Ch57_45.dat")	[0,2,10]
("GD_Ch35_12.dat","CA3_Ch56_52.dat")	[0,29,116]
("GD_Ch35_04.dat","CA3_Ch58_55.dat")	[0,4,932]
